email_ids	start_index	end_index	label
004-000924-EM	172	223	0
206-011393-EM	414	542	0
053-002569-EM	2262	2307	0
059-000465-EM	1629	1853	1
062-061995-EM	214	304	0
063-020675-EM	399	553	0
053-007964-EM	141	273	1
046-002386-EM	683	818	0
055-010678-EM	30	43	0
080-010979-EM	476	510	0
008-013937-EM	505	569	0
014-001127-EM	1416	1463	0
051-000813-EM	563	593	0
055-022852-EM	133	213	0
057-001916-EM	115	129	1
175-000270-EM	626	720	0
008-010967-EM	807	840	0
024-001623-EM	65	161	0
031-001833-EM	15	97	0
007-009418-EM	287	483	0
007-000227-EM	325	469	1
053-007351-EM	437	525	0
141-001029-EM	32	209	1
076-001853-EM	76	166	0
055-030289-EM	122	190	0
084-010097-EM	2	59	0
122-000723-EM	548	653	0
084-001829-EM	14	153	0
057-001739-EM	434	525	0
063-016825-EM	166	286	0
032-002094-EM	1158	1217	0
016-000657-EM	612	666	0
031-000616-EM	47	183	0
053-007351-EM	189	327	0
020-004735-EM	1214	1265	0
046-000661-EM	206	297	0
048-001709-EM	449	539	0
062-064333-EM	1065	1150	1
055-013940-EM	285	481	0
018-004888-EM	152	181	0
060-005628-EM	65	121	0
037-005004-EM	2	63	0
049-000499-EM	37	67	0
076-004964-EM	323	399	1
065-002327-EM	2	141	0
068-001483-EM	247	291	0
059-005193-EM	1532	1618	0
055-033227-EM	670	769	0
069-001550-EM	48	78	0
076-004405-EM	245	301	0
031-000722-EM	70	146	0
007-007064-EM	0	35	0
069-001994-EM	34	71	0
080-001297-EM	2	99	1
049-003607-EM	718	964	0
059-001431-EM	1100	1159	0
032-001128-EM	178	246	0
049-002890-EM	294	489	0
055-037258-EM	98	237	0
048-002914-EM	184	364	0
008-015579-EM	209	272	0
057-015253-EM	605	819	0
038-000827-EM	303	427	0
051-001871-EM	52	103	0
016-005381-EM	62	180	0
008-012965-EM	121	135	0
055-028278-EM	397	420	0
022-002472-EM	391	468	0
008-011169-EM	1408	1514	0
008-005867-EM	23	45	1
055-019294-EM	166	239	0
057-016449-EM	142	233	0
057-004229-EM	47	150	0
063-011389-EM	150	212	0
055-029328-EM	107	348	0
037-001885-EM	543	682	0
065-001592-EM	69	162	0
055-019294-EM	575	707	0
007-011793-EM	21	135	0
059-007002-EM	152	190	0
058-002581-EM	37	93	0
057-007641-EM	168	243	0
029-001648-EM	191	220	0
008-007574-EM	113	202	0
057-003548-EM	272	336	0
055-017544-EM	0	66	0
055-035662-EM	33	167	0
048-002029-EM	64	258	0
007-002566-EM	154	261	0
080-012139-EM	25	100	0
059-005193-EM	1368	1528	0
080-000504-EM	51	193	0
061-000972-EM	143	212	0
032-003625-EM	21	92	0
004-000738-EM	604	689	1
081-000294-EM	1698	1730	0
080-010795-EM	97	154	0
007-015048-EM	523	681	0
039-000132-EM	94	129	0
057-016694-EM	4973	5094	0
008-006836-EM	36	79	0
011-002047-EM	46	84	0
007-011893-EM	463	566	0
059-003724-EM	234	308	1
069-002678-EM	242	293	0
204-001166-EM	79	127	0
051-006756-EM	284	1014	0
032-000326-EM	277	806	0
107-007773-EM	170	180	0
048-002010-EM	401	471	0
007-007493-EM	61	97	1
142-012923-EM	849	900	0
076-002247-EM	244	343	0
055-032706-EM	128	215	0
031-001339-EM	346	372	0
080-003439-EM	75	223	0
065-000019-EM	77	135	0
084-000618-EM	199	251	0
051-000925-EM	823	842	0
016-001602-EM	140	171	0
004-000835-EM	31	66	0
061-000039-EM	223	336	0
055-026315-EM	70	153	0
053-003820-EM	845	917	0
057-010185-EM	970	999	0
061-001190-EM	461	611	0
038-001559-EM	482	501	0
055-024670-EM	503	563	0
001-003256-EM	240	285	0
008-009938-EM	27	89	1
057-004997-EM	133	271	0
058-003094-EM	1411	1510	0
069-000398-EM	304	392	1
049-002890-EM	493	629	0
008-001083-EM	17	47	1
069-002014-EM	355	385	0
084-000358-EM	460	607	0
057-013887-EM	62	300	0
055-032484-EM	16	149	0
180-000275-EM	396	458	0
076-004964-EM	151	255	1
053-002451-EM	152	188	0
062-058252-EM	65	146	0
063-003940-EM	138	162	0
008-010092-EM	179	224	0
055-020156-EM	54	84	0
024-004533-EM	318	380	0
049-002144-EM	451	570	0
146-000419-EM	33	41	0
059-005833-EM	245	304	0
076-004836-EM	41	126	0
008-013087-EM	179	271	0
062-061286-EM	140	217	0
032-002539-EM	81	134	0
080-005932-EM	56	75	1
007-002350-EM	69	142	1
053-003470-EM	0	103	0
007-002612-EM	179	304	1
117-005265-EM	155	238	0
049-003099-EM	179	248	0
016-003133-EM	100	145	0
069-001550-EM	249	307	0
057-010830-EM	504	669	0
049-001828-EM	260	296	1
024-006817-EM	191	266	0
057-003410-EM	433	538	0
053-008196-EM	74	178	0
055-032946-EM	251	319	0
032-003568-EM	1081	1202	0
024-003061-EM	2	383	0
022-001662-EM	40	209	1
024-003172-EM	1619	1639	1
031-001072-EM	89	165	0
055-012163-EM	44	108	1
040-009638-EM	483	505	0
096-005926-EM	164	189	0
018-008101-EM	540	610	0
080-010334-EM	38	94	0
008-014326-EM	39	134	1
210-003240-EM	674	755	0
015-001401-EM	87	178	0
063-012663-EM	590	659	0
011-000813-EM	394	446	0
063-007807-EM	616	642	0
024-003352-EM	297	347	0
046-004702-EM	408	462	0
008-010529-EM	612	730	0
076-005555-EM	198	244	0
008-015412-EM	130	209	0
055-034894-EM	93	187	0
080-000553-EM	0	58	0
008-006734-EM	29	177	0
049-003390-EM	51	155	0
055-017651-EM	63	109	0
055-030224-EM	410	533	0
029-001648-EM	25	118	0
056-000816-EM	147	242	0
046-001373-EM	269	334	0
063-013744-EM	636	930	0
107-007486-EM	334	388	0
020-006384-EM	46	114	0
055-004507-EM	14	60	0
008-000352-EM	54	97	0
060-006768-EM	52	458	0
046-002551-EM	516	526	0
037-001305-EM	400	524	0
076-004964-EM	436	497	1
055-019308-EM	74	90	0
084-008244-EM	16	57	0
055-018926-EM	145	177	0
216-009780-EM	311	406	0
055-018704-EM	113	198	0
055-006365-EM	2	95	0
007-012568-EM	837	888	0
018-003136-EM	178	257	1
055-023781-EM	311	420	0
053-005534-EM	85	148	0
008-006219-EM	46	118	1
014-001127-EM	1184	1210	0
076-002925-EM	393	818	1
007-006564-EM	597	824	0
040-003697-EM	229	305	0
004-000835-EM	26	61	0
055-024614-EM	148	207	0
048-002567-EM	254	353	0
061-002228-EM	51	96	0
049-000659-EM	33	150	0
018-002396-EM	2	1529	0
076-005065-EM	260	318	1
008-010490-EM	51	135	1
018-001636-EM	393	646	0
063-020923-EM	343	438	1
061-000362-EM	139	264	0
205-001041-EM	1089	1121	0
062-057768-EM	179	309	0
049-000129-EM	250	285	0
046-001956-EM	686	749	1
062-063912-EM	148	211	0
007-014283-EM	508	577	0
053-002666-EM	2	376	0
055-024832-EM	31	258	0
007-012109-EM	482	937	0
059-002080-EM	758	803	0
057-002565-EM	171	193	0
069-000961-EM	382	498	0
062-062195-EM	75	156	0
032-002465-EM	228	262	0
080-006573-EM	401	449	0
057-010450-EM	151	252	0
018-006662-EM	469	519	0
055-031682-EM	53	163	0
016-004484-EM	294	363	1
055-027700-EM	178	193	0
053-002866-EM	0	12	1
001-000749-EM	91	155	0
068-005907-EM	500	536	0
024-000641-EM	0	175	0
055-003359-EM	431	470	0
062-014526-EM	2	413	0
057-009642-EM	406	479	0
069-000996-EM	1343	1486	0
070-000239-EM	54	144	1
007-008057-EM	104	201	0
055-032239-EM	73	155	0
216-000218-EM	60	89	0
068-004845-EM	52	66	0
111-000671-EM	17	33	0
057-016088-EM	311	335	0
055-030979-EM	7	125	0
063-013469-EM	198	337	0
007-003412-EM	45	173	0
037-003739-EM	2	193	0
060-002443-EM	2	159	0
024-008316-EM	21	154	0
059-000465-EM	1538	1557	0
060-003235-EM	169	263	0
055-029452-EM	134	163	0
049-000960-EM	434	509	0
055-004351-EM	311	427	0
018-006856-EM	57	126	0
032-002539-EM	57	85	0
031-000484-EM	97	131	1
141-001042-EM	766	841	0
007-009418-EM	674	731	0
020-005779-EM	218	819	0
063-007807-EM	568	615	0
004-000182-EM	318	490	0
055-028459-EM	218	329	0
055-013204-EM	195	227	0
051-006009-EM	106	152	0
001-000882-EM	210	226	0
011-000982-EM	66	201	0
007-000412-EM	92	289	0
038-001961-EM	399	422	0
018-003136-EM	178	257	1
210-004174-EM	442	480	0
024-007882-EM	475	787	1
057-007021-EM	98	193	0
057-014822-EM	421	536	0
062-059758-EM	160	218	0
049-002510-EM	126	246	0
038-001824-EM	1067	1139	0
062-014739-EM	124	169	1
062-064600-EM	204	317	1
055-022365-EM	147	244	0
107-011669-EM	706	828	1
057-014744-EM	429	485	0
008-000223-EM	282	368	0
040-001443-EM	3	291	0
080-010979-EM	468	502	0
055-030979-EM	12	130	0
007-012109-EM	982	2122	0
055-019918-EM	915	944	0
084-008568-EM	866	921	0
055-029379-EM	827	862	0
057-011623-EM	51	204	1
033-000008-EM	67	105	1
081-000144-EM	979	1027	0
011-004750-EM	282	315	0
055-029904-EM	304	339	0
008-006162-EM	134	217	0
080-004213-EM	64	150	0
084-010355-EM	251	301	0
007-011493-EM	94	192	0
061-002555-EM	96	175	0
059-005955-EM	105	249	0
058-001128-EM	2	316	0
057-000985-EM	342	420	1
057-013887-EM	572	709	0
049-000520-EM	3815	3868	0
055-030289-EM	345	583	0
008-009879-EM	212	334	1
018-001636-EM	813	934	0
076-003472-EM	2	233	0
057-003400-EM	65	105	0
062-013716-EM	1667	1772	0
070-000167-EM	73	127	0
053-007542-EM	142	324	0
057-004193-EM	85	153	0
062-064380-EM	450	503	1
057-011173-EM	817	1021	0
205-007076-EM	537	844	0
022-003230-EM	180	538	0
063-001526-EM	90	145	0
059-004714-EM	441	605	0
024-004022-EM	179	289	0
060-001208-EM	10	52	0
007-014808-EM	107	530	0
057-015400-EM	1932	2194	0
046-005109-EM	1384	1505	1
016-003939-EM	172	242	0
062-064333-EM	918	966	1
024-004859-EM	149	175	0
007-013301-EM	493	647	0
206-005325-EM	1691	1712	1
001-002961-EM	35	163	0
084-006976-EM	38	138	1
057-000691-EM	185	385	0
007-004577-EM	64	142	1
055-033876-EM	95	171	0
046-001868-EM	66	232	0
053-002771-EM	108	201	0
082-001092-EM	110	218	0
060-004753-EM	0	2282	0
055-027596-EM	163	253	1
007-002612-EM	551	692	1
055-009266-EM	700	828	0
069-000166-EM	281	388	0
008-006795-EM	21	76	1
039-000162-EM	106	253	0
055-018704-EM	199	231	0
007-009595-EM	241	353	0
059-005767-EM	2	57	0
080-008326-EM	425	459	0
046-002481-EM	7	66	0
007-012111-EM	276	308	0
055-025831-EM	156	189	0
055-035422-EM	116	302	0
001-000180-EM	102	179	0
053-004922-EM	164	186	0
007-006564-EM	836	899	1
008-011539-EM	9	69	0
055-001203-EM	311	358	1
084-002387-EM	37	131	0
007-003232-EM	75	126	0
084-007535-EM	49	120	0
046-001999-EM	729	821	0
080-008326-EM	860	937	0
026-001332-EM	640	696	0
007-014808-EM	112	528	0
031-000071-EM	283	336	0
059-002069-EM	1138	1307	0
055-002979-EM	955	1002	0
019-000817-EM	462	521	0
055-031782-EM	556	631	0
059-000140-EM	3	181	0
053-008675-EM	142	193	0
196-006448-EM	442	495	0
011-003092-EM	44	90	0
007-009185-EM	174	286	0
057-014336-EM	1064	1155	0
011-005021-EM	81	519	0
161-017790-EM	194	312	0
055-035379-EM	2	184	0
057-005590-EM	93	201	0
055-006754-EM	90	304	0
055-017934-EM	121	257	0
059-000004-EM	326	457	0
057-000905-EM	2	267	0
055-028560-EM	32	101	0
076-002006-EM	137	178	0
018-008075-EM	200	293	0
055-028668-EM	512	535	0
059-002630-EM	1005	1030	0
049-001969-EM	299	335	1
024-002984-EM	203	316	0
082-002192-EM	518	566	0
055-007077-EM	163	255	0
007-012018-EM	111	141	0
055-030448-EM	1641	1679	0
080-010376-EM	659	682	0
080-009849-EM	1346	1564	0
007-007898-EM	398	460	0
052-000690-EM	141	193	1
037-006404-EM	198	920	0
008-009872-EM	379	455	0
080-010944-EM	1740	1778	0
016-002602-EM	496	609	0
239-000179-EM	621	712	0
049-001969-EM	95	147	0
061-000343-EM	53	143	0
055-036169-EM	0	271	0
008-013087-EM	261	366	0
080-008750-EM	66	89	0
055-030568-EM	29	82	0
243-002270-EM	221	237	0
008-012602-EM	66	90	0
069-000398-EM	406	481	1
007-014283-EM	176	250	0
055-037746-EM	65	168	0
015-000706-EM	185	279	0
063-015611-EM	190	261	0
007-001842-EM	604	832	0
063-001985-EM	276	362	1
062-062446-EM	156	226	0
011-004212-EM	52	90	0
061-001558-EM	610	691	0
001-002756-EM	124	257	1
062-025647-EM	0	194	0
163-004304-EM	301	402	0
016-000657-EM	76	211	0
065-000153-EM	78	133	0
055-014500-EM	38	85	0
063-012636-EM	0	64	0
024-004056-EM	2559	2616	0
055-005011-EM	122	189	0
076-004582-EM	298	460	0
057-012336-EM	742	791	0
018-005330-EM	189	229	0
063-008551-EM	473	557	0
040-002473-EM	631	779	0
071-000653-EM	30	100	0
051-005576-EM	2	281	0
084-012126-EM	72	151	1
038-001559-EM	448	478	0
055-026319-EM	297	399	0
032-001128-EM	40	91	0
076-004846-EM	283	377	1
049-001069-EM	80	118	0
065-001858-EM	188	352	0
084-007998-EM	361	497	0
029-000739-EM	50	97	0
008-000904-EM	22	53	0
057-000691-EM	83	184	1
059-001612-EM	103	138	0
055-033154-EM	153	189	0
037-000475-EM	139	380	0
031-000063-EM	144	235	0
055-032159-EM	158	188	0
049-003307-EM	185	204	0
008-004443-EM	395	542	0
053-005883-EM	26	53	0
055-030464-EM	85	126	1
082-001795-EM	39	65	0
053-005528-EM	293	326	0
011-000693-EM	34	107	1
063-015690-EM	45	108	0
059-000677-EM	33	469	0
056-002297-EM	216	290	1
055-020093-EM	50	96	0
008-015780-EM	36	63	0
061-001117-EM	502	583	0
063-021266-EM	353	470	0
055-015819-EM	144	232	0
055-024693-EM	305	490	0
055-011364-EM	1912	2078	0
001-001768-EM	729	780	0
057-015238-EM	578	722	0
020-003877-EM	18	121	0
031-000759-EM	105	470	0
055-016322-EM	147	205	0
051-002065-EM	598	705	0
053-000858-EM	240	288	0
001-000882-EM	119	214	0
040-008583-EM	362	478	0
001-000882-EM	218	234	0
029-001224-EM	101	141	1
055-023608-EM	14	210	0
057-012158-EM	643	809	0
062-013497-EM	628	679	0
008-005441-EM	359	443	0
071-000117-EM	141	290	0
062-063936-EM	948	963	0
120-000599-EM	632	673	0
057-001916-EM	14	114	0
020-005202-EM	444	479	0
080-009712-EM	54	64	0
059-002069-EM	178	716	0
061-002105-EM	112	211	0
062-063698-EM	325	391	0
062-061444-EM	122	130	0
055-012163-EM	169	249	0
055-025919-EM	551	709	0
065-001592-EM	76	169	0
001-000617-EM	68	171	0
049-002451-EM	601	612	0
059-002246-EM	377	445	0
062-064314-EM	140	154	1
024-003455-EM	501	567	0
055-030755-EM	655	839	0
018-004888-EM	145	148	0
065-000971-EM	114	238	0
063-019797-EM	147	206	0
007-000298-EM	26	65	0
040-007116-EM	49	107	0
059-002630-EM	650	698	0
055-009933-EM	31	123	0
059-005955-EM	97	241	0
071-001096-EM	69	217	0
001-001347-EM	47	85	0
018-006969-EM	97	120	0
029-000543-EM	40	52	0
058-000931-EM	949	975	0
031-001625-EM	55	77	0
057-002205-EM	532	559	1
049-001537-EM	313	391	0
046-002715-EM	753	816	1
206-006962-EM	195	243	0
053-008000-EM	1024	1162	0
055-008671-EM	38	89	0
053-006931-EM	207	310	1
059-007055-EM	111	152	0
038-000301-EM	170	217	1
038-000722-EM	267	457	0
196-001087-EM	21	103	0
084-005516-EM	245	290	0
024-003347-EM	1197	1395	0
027-000178-EM	498	553	0
084-007998-EM	291	360	0
055-027135-EM	118	143	0
063-002564-EM	56	86	0
216-007338-EM	187	299	0
014-001166-EM	64	141	0
062-061261-EM	88	175	0
069-001550-EM	222	282	0
032-000492-EM	696	739	0
055-001203-EM	34	101	0
157-002096-EM	355	474	0
057-013385-EM	2	205	0
049-003304-EM	175	193	0
007-007571-EM	88	190	0
057-015979-EM	137	219	0
047-000523-EM	16	90	1
076-007136-EM	2	129	0
008-009680-EM	2	701	0
007-003294-EM	625	688	0
048-002039-EM	104	183	0
068-000046-EM	27	105	0
055-012928-EM	85	189	1
012-002657-EM	98	211	0
061-002367-EM	26	458	0
008-000279-EM	56	73	1
057-008017-EM	109	230	0
007-003913-EM	0	72	0
082-001488-EM	87	135	0
001-000180-EM	97	174	0
055-020454-EM	15	102	0
024-000641-EM	176	328	0
057-011163-EM	340	383	0
057-009125-EM	285	338	0
048-002914-EM	198	377	0
062-063480-EM	40	135	1
062-022333-EM	0	195	0
055-010882-EM	3	36	0
076-000746-EM	570	638	0
055-025946-EM	508	562	0
040-008887-EM	309	381	0
055-022330-EM	220	277	0
008-002276-EM	131	576	0
049-002394-EM	2	146	0
011-000958-EM	2	83	0
040-005074-EM	2	109	0
057-009642-EM	656	1107	0
055-024250-EM	121	401	0
062-057836-EM	46	86	1
084-008529-EM	535	624	0
049-000659-EM	0	32	0
055-035942-EM	98	117	0
011-003736-EM	281	363	0
107-008502-EM	606	688	0
063-020611-EM	257	306	1
057-002685-EM	197	239	0
007-011148-EM	182	245	0
024-003347-EM	3	447	0
049-002353-EM	298	439	0
059-003471-EM	570	588	0
053-004731-EM	750	803	0
219-002555-EM	50	88	0
016-001602-EM	172	226	0
055-018173-EM	78	301	0
024-007017-EM	1476	1602	0
030-000053-EM	893	937	0
053-008013-EM	690	714	0
016-005647-EM	682	794	0
055-020625-EM	0	278	0
069-001550-EM	40	70	0
233-011422-EM	23	147	0
049-000276-EM	229	265	1
004-000458-EM	383	488	0
062-020791-EM	188	211	1
055-021242-EM	372	472	0
174-000031-EM	713	731	0
057-002479-EM	208	278	0
057-002552-EM	0	181	0
055-027171-EM	55	244	0
057-013887-EM	558	695	0
055-001203-EM	517	705	0
055-038234-EM	70	278	0
049-001986-EM	79	117	0
211-001327-EM	357	484	0
057-012829-EM	153	209	0
062-059521-EM	2	211	0
057-009468-EM	2737	2780	0
007-010508-EM	128	155	0
166-003881-EM	248	327	1
062-062200-EM	289	352	0
008-006137-EM	35	45	0
055-018646-EM	147	162	1
055-025919-EM	279	361	0
062-024425-EM	2	223	0
057-005964-EM	104	222	0
055-010734-EM	2762	2880	0
018-007422-EM	436	468	0
069-000641-EM	476	562	0
055-029267-EM	25	124	0
040-006313-EM	209	338	0
055-029526-EM	2	228	0
062-064446-EM	214	301	1
063-012408-EM	60	111	1
057-013082-EM	226	341	1
055-013054-EM	691	761	0
038-000840-EM	318	438	0
055-024458-EM	357	506	0
026-000061-EM	1575	1600	0
016-005650-EM	0	65	0
063-014409-EM	1441	1567	0
063-011469-EM	197	237	0
057-015999-EM	100	199	1
008-002015-EM	279	1761	0
084-006747-EM	2	232	0
069-001402-EM	439	567	0
057-016641-EM	0	161	0
053-007323-EM	83	149	0
007-003641-EM	173	364	0
016-001719-EM	641	761	0
046-001297-EM	168	363	0
059-002071-EM	242	260	0
031-000195-EM	151	248	0
008-015044-EM	177	261	0
018-005953-EM	182	430	0
068-002316-EM	1236	1314	0
196-002702-EM	639	737	0
055-003541-EM	441	479	0
076-007741-EM	262	280	0
218-003402-EM	254	309	0
004-001156-EM	517	623	0
069-000171-EM	8778	8787	0
007-008329-EM	2	102	0
076-007665-EM	231	412	0
049-000842-EM	268	462	0
040-003009-EM	84	187	0
080-004525-EM	208	310	0
063-016830-EM	317	459	0
055-004127-EM	1076	1138	0
063-004162-EM	20	58	0
060-007109-EM	267	402	0
031-000389-EM	0	159	0
055-022699-EM	677	750	0
055-000692-EM	89	262	0
055-014107-EM	3603	3703	0
037-005656-EM	332	492	0
049-002509-EM	57	121	1
046-003664-EM	186	286	1
063-020675-EM	266	313	0
080-005749-EM	268	365	1
107-004214-EM	213	360	0
008-016258-EM	820	1140	0
007-013301-EM	116	213	0
022-003230-EM	889	981	1
020-003877-EM	353	449	0
008-016764-EM	145	239	0
068-007835-EM	123	230	0
082-001092-EM	435	505	0
082-000274-EM	272	415	0
055-026095-EM	0	230	0
053-004167-EM	120	227	1
008-009324-EM	40	75	0
030-000132-EM	129	240	0
055-025472-EM	38	95	0
188-002785-EM	152	285	0
055-010795-EM	87	203	0
007-007977-EM	1273	1330	0
059-002069-EM	720	788	0
019-000428-EM	270	327	0
008-002015-EM	287	1429	0
049-000726-EM	518	563	0
057-004779-EM	0	61	0
057-012336-EM	439	725	0
008-000352-EM	101	127	0
055-032040-EM	106	196	0
037-004582-EM	145	235	0
057-009642-EM	408	481	0
063-015690-EM	117	196	0
007-009516-EM	120	311	0
057-013212-EM	224	428	0
008-000279-EM	25	37	0
055-030761-EM	517	532	0
049-002393-EM	603	754	0
060-001831-EM	70	105	0
076-006020-EM	249	284	0
063-012636-EM	130	235	1
062-058511-EM	409	540	0
008-015997-EM	64	114	1
020-002006-EM	116	224	0
059-006665-EM	229	315	0
055-010911-EM	649	761	0
016-005647-EM	664	778	0
065-002234-EM	540	604	0
007-003039-EM	407	472	0
048-001978-EM	59	90	0
071-000582-EM	10	84	0
040-005765-EM	315	434	0
055-020165-EM	1056	1170	0
068-007156-EM	280	360	0
063-020099-EM	154	218	0
069-000693-EM	189	267	0
055-026488-EM	362	406	0
080-000405-EM	90	127	0
020-005779-EM	0	124	0
007-000583-EM	149	314	0
063-003501-EM	10	48	0
055-022322-EM	436	493	0
022-003196-EM	31	67	0
032-000456-EM	1144	1303	0
024-000664-EM	143	321	0
001-003714-EM	94	340	0
076-001615-EM	2	41	0
055-026414-EM	943	973	0
065-000070-EM	77	142	0
069-001150-EM	366	379	0
059-003906-EM	1556	1779	0
084-006669-EM	579	709	0
037-004893-EM	236	297	0
022-001662-EM	213	280	1
051-000056-EM	355	383	0
049-001792-EM	179	260	1
051-002914-EM	2	253	0
057-013280-EM	331	368	0
055-031363-EM	274	360	0
080-000851-EM	325	601	1
055-037914-EM	220	283	0
052-000690-EM	130	182	1
062-001472-EM	176	906	0
048-001113-EM	341	374	0
031-001302-EM	86	178	0
049-001527-EM	45	122	0
024-003723-EM	240	327	0
069-000153-EM	844	930	0
107-000400-EM	149	216	0
062-063698-EM	208	324	0
062-063880-EM	114	139	1
062-061739-EM	106	153	1
008-014911-EM	37	53	0
084-008238-EM	391	459	1
039-000011-EM	8524	8697	0
049-002843-EM	179	217	0
065-000720-EM	1139	1154	0
018-005330-EM	117	161	0
048-001113-EM	330	363	0
055-031651-EM	189	239	0
057-006102-EM	2	163	0
055-024458-EM	365	513	0
063-016306-EM	263	424	0
022-000631-EM	196	474	1
024-002844-EM	695	808	1
008-015566-EM	36	70	0
059-007002-EM	160	198	0
062-024846-EM	83	402	0
076-000329-EM	335	430	0
053-002771-EM	205	309	0
055-032882-EM	561	602	0
057-012740-EM	364	389	0
051-004841-EM	522	535	0
063-013491-EM	142	214	0
052-000403-EM	306	401	0
007-015102-EM	198	320	1
057-001023-EM	62	119	0
008-006162-EM	688	752	0
037-005870-EM	59	213	0
218-004305-EM	344	365	0
008-005182-EM	75	219	0
020-006499-EM	372	601	0
055-034288-EM	623	742	0
055-031744-EM	88	130	1
062-014610-EM	54	94	0
008-001090-EM	4523	4707	0
007-007536-EM	635	746	0
055-007501-EM	347	359	0
007-007898-EM	388	452	0
008-009613-EM	18	32	0
008-014837-EM	2	131	0
062-058697-EM	509	609	0
080-002959-EM	2	242	0
057-007422-EM	283	611	0
055-013085-EM	287	403	1
108-001387-EM	1342	1515	0
007-014259-EM	53	91	0
071-000313-EM	1358	1486	0
037-001861-EM	45	194	0
007-003583-EM	60	266	0
046-002881-EM	131	140	0
055-025914-EM	305	332	0
007-013727-EM	240	343	0
007-003913-EM	105	193	0
080-010558-EM	776	809	0
055-026435-EM	531	750	0
107-007963-EM	509	553	1
061-000382-EM	278	324	1
057-015417-EM	105	212	0
063-012663-EM	663	739	0
008-007277-EM	2	24	1
057-013866-EM	191	305	1
040-007241-EM	145	185	0
046-004842-EM	324	410	0
016-001487-EM	112	222	0
055-026319-EM	0	296	0
063-001526-EM	85	140	0
040-007876-EM	65	195	1
008-000904-EM	85	184	0
024-005822-EM	4253	4369	0
084-012375-EM	634	717	0
055-020033-EM	77	107	0
007-006785-EM	383	414	0
057-015238-EM	2	343	0
216-009395-EM	152	209	0
060-004518-EM	231	315	0
059-001319-EM	3724	3804	1
080-010349-EM	144	239	0
008-013287-EM	366	3322	0
055-024458-EM	628	748	0
069-000996-EM	1631	1852	0
084-007998-EM	97	159	0
048-001976-EM	2	197	0
055-003507-EM	2	339	0
068-006350-EM	1225	1360	0
055-013085-EM	58	188	1
059-002071-EM	261	489	0
058-002581-EM	128	219	0
046-004842-EM	422	532	0
046-005255-EM	22	68	0
063-010309-EM	125	292	0
031-001699-EM	9	31	0
049-000507-EM	567	711	0
065-002077-EM	77	108	0
046-003608-EM	138	283	0
057-014710-EM	249	285	0
057-016067-EM	42	146	1
046-004305-EM	210	363	0
082-000489-EM	87	130	0
063-016274-EM	200	327	0
046-001211-EM	0	236	0
055-031824-EM	358	448	0
055-037362-EM	116	200	0
049-000842-EM	168	267	0
062-012656-EM	152	256	0
055-022478-EM	81	186	0
062-058247-EM	72	102	0
001-003030-EM	197	303	0
084-000129-EM	252	412	0
244-000247-EM	128	207	1
055-026540-EM	370	443	0
011-002607-EM	73	92	0
057-011570-EM	198	273	0
055-030507-EM	609	781	0
007-006321-EM	86	165	1
011-002691-EM	957	1069	0
061-000450-EM	111	158	0
046-003664-EM	290	372	1
007-003126-EM	44	268	0
011-003022-EM	43	59	0
082-002194-EM	114	248	0
062-063238-EM	158	254	1
053-003775-EM	27	71	1
055-024165-EM	765	801	0
057-000133-EM	2	230	0
057-007257-EM	72	138	0
057-013781-EM	503	641	0
068-000118-EM	232	302	0
034-000206-EM	430	443	0
051-006871-EM	504	666	0
062-060767-EM	82	303	1
055-032239-EM	164	238	0
032-001969-EM	50	305	0
038-001824-EM	606	843	0
055-007756-EM	1228	1464	0
055-016322-EM	136	194	0
007-013024-EM	43	127	0
007-011122-EM	1204	1310	0
076-003199-EM	18	60	0
016-002754-EM	50	106	0
055-017651-EM	110	132	0
008-004207-EM	84	143	0
068-006462-EM	57	124	0
112-005505-EM	250	307	0
057-003200-EM	265	445	0
055-030568-EM	284	371	0
051-004459-EM	28	67	0
008-009506-EM	651	666	0
232-002236-EM	443	454	0
057-002128-EM	337	417	0
053-003841-EM	17	169	0
062-059166-EM	113	154	0
244-000913-EM	130	198	0
007-003126-EM	960	1182	1
046-003767-EM	598	739	0
007-011148-EM	249	282	0
007-002787-EM	1546	1639	0
062-059166-EM	150	194	0
080-002059-EM	19	144	0
018-004888-EM	185	304	0
057-002205-EM	538	565	1
080-010692-EM	306	611	0
045-000310-EM	108	150	0
007-006112-EM	182	264	0
001-001851-EM	282	364	0
053-004922-EM	348	572	0
151-000518-EM	516	568	0
055-025472-EM	43	100	0
057-009306-EM	51	103	0
007-012446-EM	2	34	0
007-012109-EM	444	478	0
057-014929-EM	103	269	0
059-005156-EM	1144	1157	0
057-009778-EM	59	176	1
011-000568-EM	408	562	0
112-006223-EM	138	225	0
011-000813-EM	330	355	0
055-025614-EM	537	590	0
001-003714-EM	738	794	0
049-002506-EM	851	899	0
024-007038-EM	62	218	0
055-018358-EM	239	365	0
011-002417-EM	110	197	1
216-020912-EM	306	345	0
051-000925-EM	654	771	0
037-007382-EM	2	178	1
046-005401-EM	65	96	0
068-004667-EM	43	93	0
048-002567-EM	354	470	0
055-018130-EM	242	462	0
055-024061-EM	164	229	1
001-000927-EM	69	166	0
055-025831-EM	9	110	0
055-014500-EM	97	130	0
007-001955-EM	294	437	0
049-001426-EM	370	445	0
018-002193-EM	958	1092	0
053-001794-EM	2	17	1
055-021297-EM	397	466	0
